pathway	external_id	source	ensembl_ids
Diseases associated with N-glycosylation of proteins	REACT_267875	Reactome	ENSG00000102595,ENSG00000100934,ENSG00000113532,ENSG00000158850,ENSG00000168282,ENSG00000253710,ENSG00000157020,ENSG00000101638,ENSG00000070731,ENSG00000172339,ENSG00000140557,ENSG00000198380,ENSG00000196547,ENSG00000175548,ENSG00000150961,ENSG00000160408,ENSG00000086848,ENSG00000070526,ENSG00000100417,ENSG00000178802,ENSG00000140650,ENSG00000182858,ENSG00000182050,ENSG00000118276,ENSG00000110917,ENSG00000118705,ENSG00000131459,ENSG00000184005,ENSG00000115525,ENSG00000214160,ENSG00000138674,ENSG00000119899,ENSG00000111885,ENSG00000064225,ENSG00000121578,ENSG00000144591,ENSG00000179218,ENSG00000073849,ENSG00000163902,ENSG00000134109,ENSG00000158470,ENSG00000117643,ENSG00000244038,ENSG00000117411,ENSG00000138073,ENSG00000112893,ENSG00000175283,ENSG00000117682,ENSG00000129255,ENSG00000180398,ENSG00000127022,ENSG00000033170,ENSG00000136908,ENSG00000172269,ENSG00000102158,ENSG00000000419,ENSG00000152700,ENSG00000136731,ENSG00000074695,ENSG00000088035,ENSG00000013375,ENSG00000008513,ENSG00000177239,ENSG00000119523,ENSG00000126091,ENSG00000033011,ENSG00000128039,ENSG00000170266,ENSG00000162139,ENSG00000111726,ENSG00000176986,ENSG00000198162,ENSG00000148488,ENSG00000117069,ENSG00000135838,ENSG00000144057,ENSG00000129562,ENSG00000179085,ENSG00000163933,ENSG00000115275,ENSG00000095380,ENSG00000161013,ENSG00000172469,ENSG00000138802,ENSG00000167130,ENSG00000134910,ENSG00000071073,ENSG00000120697,ENSG00000111728,ENSG00000177511,ENSG00000104723,ENSG00000089597,ENSG00000176020,ENSG00000130175,ENSG00000116406,ENSG00000115488,ENSG00000139133,ENSG00000204386,ENSG00000136840,ENSG00000113615,ENSG00000110080,ENSG00000117143,ENSG00000088298,ENSG00000131446,ENSG00000086062,ENSG00000159921,ENSG00000159063,ENSG00000167508,ENSG00000164414,ENSG00000170191,ENSG00000152127,ENSG00000167004,ENSG00000173540,ENSG00000204099,ENSG00000128268,ENSG00000157350,ENSG00000101901,ENSG00000064601
Diseases of glycosylation	REACT_268324	Reactome	ENSG00000138653,ENSG00000100934,ENSG00000122254,ENSG00000155850,ENSG00000076716,ENSG00000135838,ENSG00000265700,ENSG00000113532,ENSG00000179913,ENSG00000102595,ENSG00000158850,ENSG00000168282,ENSG00000253710,ENSG00000033100,ENSG00000157020,ENSG00000135677,ENSG00000070731,ENSG00000172339,ENSG00000140557,ENSG00000198380,ENSG00000027847,ENSG00000124145,ENSG00000196547,ENSG00000182492,ENSG00000151233,ENSG00000175548,ENSG00000125430,ENSG00000136011,ENSG00000172987,ENSG00000172986,ENSG00000171004,ENSG00000150961,ENSG00000171451,ENSG00000149541,ENSG00000160408,ENSG00000086848,ENSG00000070526,ENSG00000175264,ENSG00000100417,ENSG00000139330,ENSG00000187446,ENSG00000178802,ENSG00000049860,ENSG00000038427,ENSG00000106809,ENSG00000128268,ENSG00000140650,ENSG00000147408,ENSG00000182050,ENSG00000177239,ENSG00000110917,ENSG00000118705,ENSG00000131459,ENSG00000169439,ENSG00000181523,ENSG00000169105,ENSG00000115525,ENSG00000214160,ENSG00000010404,ENSG00000188157,ENSG00000138674,ENSG00000002587,ENSG00000175040,ENSG00000118276,ENSG00000122863,ENSG00000139329,ENSG00000166507,ENSG00000176383,ENSG00000074695,ENSG00000162040,ENSG00000111885,ENSG00000249853,ENSG00000090020,ENSG00000183196,ENSG00000144591,ENSG00000131446,ENSG00000179218,ENSG00000073849,ENSG00000063660,ENSG00000163902,ENSG00000172469,ENSG00000114646,ENSG00000138802,ENSG00000134109,ENSG00000142798,ENSG00000112309,ENSG00000158470,ENSG00000111817,ENSG00000117643,ENSG00000064225,ENSG00000123989,ENSG00000117411,ENSG00000138073,ENSG00000109956,ENSG00000145217,ENSG00000112893,ENSG00000182601,ENSG00000136720,ENSG00000175283,ENSG00000132692,ENSG00000129255,ENSG00000180398,ENSG00000008513,ENSG00000072571,ENSG00000184005,ENSG00000127022,ENSG00000033170,ENSG00000122176,ENSG00000111962,ENSG00000011465,ENSG00000174684,ENSG00000172269,ENSG00000162512,ENSG00000102158,ENSG00000113273,ENSG00000000419,ENSG00000152700,ENSG00000136731,ENSG00000177511,ENSG00000213420,ENSG00000152127,ENSG00000088035,ENSG00000013375,ENSG00000130958,ENSG00000244038,ENSG00000164100,ENSG00000101638,ENSG00000173083,ENSG00000136908,ENSG00000119899,ENSG00000213614,ENSG00000119523,ENSG00000198108,ENSG00000126091,ENSG00000068001,ENSG00000033011,ENSG00000128039,ENSG00000170266,ENSG00000162139,ENSG00000176022,ENSG00000176986,ENSG00000198162,ENSG00000114378,ENSG00000148488,ENSG00000127083,ENSG00000117069,ENSG00000163521,ENSG00000144057,ENSG00000154080,ENSG00000108784,ENSG00000153936,ENSG00000188783,ENSG00000130287,ENSG00000179085,ENSG00000163933,ENSG00000115275,ENSG00000095380,ENSG00000161013,ENSG00000156966,ENSG00000127415,ENSG00000167130,ENSG00000147257,ENSG00000138801,ENSG00000134910,ENSG00000147119,ENSG00000186792,ENSG00000129562,ENSG00000120697,ENSG00000111728,ENSG00000169826,ENSG00000104723,ENSG00000171310,ENSG00000089597,ENSG00000182197,ENSG00000176020,ENSG00000130175,ENSG00000116406,ENSG00000117682,ENSG00000131873,ENSG00000115488,ENSG00000139133,ENSG00000182022,ENSG00000204386,ENSG00000026508,ENSG00000136840,ENSG00000071073,ENSG00000183098,ENSG00000110080,ENSG00000173540,ENSG00000133800,ENSG00000179399,ENSG00000070614,ENSG00000198682,ENSG00000151348,ENSG00000117143,ENSG00000138604,ENSG00000170340,ENSG00000121578,ENSG00000088298,ENSG00000136213,ENSG00000169919,ENSG00000086062,ENSG00000159921,ENSG00000159063,ENSG00000167508,ENSG00000164414,ENSG00000170191,ENSG00000180767,ENSG00000124786,ENSG00000185352,ENSG00000167004,ENSG00000153976,ENSG00000157593,ENSG00000115884,ENSG00000135702,ENSG00000182858,ENSG00000157766,ENSG00000114770,ENSG00000173546,ENSG00000204099,ENSG00000113615,ENSG00000157350,ENSG00000101901,ENSG00000111726,ENSG00000064601
truncated APC mutants destabilize the destruction complex	REACT_264621	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
AXIN missense mutants destabilize the destruction complex	REACT_264030	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
AXIN mutants destabilize the destruction complex, activating WNT signaling	REACT_264496	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
AMER1 mutants destabilize the destruction complex	REACT_264511	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
S33 mutants of beta-catenin aren,t phosphorylated	REACT_264581	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex	REACT_263863	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
misspliced GSK3beta mutants stabilize beta-catenin	REACT_264092	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
TCF7L2 mutants don,t bind CTBP	REACT_264499	Reactome	ENSG00000113575,ENSG00000100387,ENSG00000170315,ENSG00000105568,ENSG00000196781,ENSG00000104964,ENSG00000113558,ENSG00000175029,ENSG00000068971,ENSG00000078304,ENSG00000168036,ENSG00000150991,ENSG00000113712,ENSG00000221983,ENSG00000159692,ENSG00000140332,ENSG00000112640,ENSG00000066027,ENSG00000137713,ENSG00000065717,ENSG00000103126,ENSG00000055130,ENSG00000134982,ENSG00000104695,ENSG00000116478,ENSG00000143947,ENSG00000106829,ENSG00000152284,ENSG00000166167,ENSG00000148737,ENSG00000181274,ENSG00000082701,ENSG00000165879,ENSG00000154001,ENSG00000184675
misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	REACT_264594	Reactome	ENSG00000113712,ENSG00000197061,ENSG00000164930,ENSG00000197914,ENSG00000105568,ENSG00000082898,ENSG00000104371,ENSG00000275126,ENSG00000273703,ENSG00000138795,ENSG00000124635,ENSG00000274641,ENSG00000198558,ENSG00000168036,ENSG00000184348,ENSG00000150991,ENSG00000180340,ENSG00000125084,ENSG00000273542,ENSG00000163785,ENSG00000263565,ENSG00000203811,ENSG00000273983,ENSG00000185130,ENSG00000161202,ENSG00000127616,ENSG00000108854,ENSG00000278705,ENSG00000196331,ENSG00000164924,ENSG00000139292,ENSG00000137713,ENSG00000158373,ENSG00000182217,ENSG00000100393,ENSG00000061492,ENSG00000198327,ENSG00000124529,ENSG00000183558,ENSG00000134371,ENSG00000117222,ENSG00000196890,ENSG00000277224,ENSG00000162337,ENSG00000164032,ENSG00000276410,ENSG00000145423,ENSG00000148737,ENSG00000187990,ENSG00000196367,ENSG00000184260,ENSG00000082701,ENSG00000175792,ENSG00000197837,ENSG00000163041,ENSG00000276180,ENSG00000146374,ENSG00000100387,ENSG00000170315,ENSG00000186174,ENSG00000213923,ENSG00000233822,ENSG00000171016,ENSG00000188486,ENSG00000196966,ENSG00000068971,ENSG00000275714,ENSG00000275221,ENSG00000174804,ENSG00000274750,ENSG00000274290,ENSG00000275713,ENSG00000205213,ENSG00000180573,ENSG00000188987,ENSG00000196374,ENSG00000221983,ENSG00000203812,ENSG00000203813,ENSG00000137259,ENSG00000196176,ENSG00000165879,ENSG00000178585,ENSG00000075290,ENSG00000100888,ENSG00000157240,ENSG00000274183,ENSG00000256018,ENSG00000156076,ENSG00000167548,ENSG00000276966,ENSG00000270276,ENSG00000274267,ENSG00000117153,ENSG00000104695,ENSG00000278463,ENSG00000143947,ENSG00000106829,ENSG00000015133,ENSG00000134982,ENSG00000070018,ENSG00000197459,ENSG00000107404,ENSG00000181274,ENSG00000197846,ENSG00000278828,ENSG00000112640,ENSG00000163348,ENSG00000081059,ENSG00000116128,ENSG00000113575,ENSG00000104332,ENSG00000165617,ENSG00000101966,ENSG00000183941,ENSG00000158406,ENSG00000180596,ENSG00000168646,ENSG00000196866,ENSG00000182611,ENSG00000172977,ENSG00000167941,ENSG00000004975,ENSG00000278637,ENSG00000168772,ENSG00000036257,ENSG00000168242,ENSG00000107242,ENSG00000256316,ENSG00000133067,ENSG00000100211,ENSG00000278588,ENSG00000133275,ENSG00000270882,ENSG00000198518,ENSG00000070770,ENSG00000273802,ENSG00000177283,ENSG00000254598,ENSG00000103126,ENSG00000131650,ENSG00000278272,ENSG00000197903,ENSG00000101266,ENSG00000196226,ENSG00000274618,ENSG00000198339,ENSG00000183598,ENSG00000277157,ENSG00000275379,ENSG00000115464,ENSG00000184678,ENSG00000132475,ENSG00000147655,ENSG00000138592,ENSG00000184675,ENSG00000197153,ENSG00000107984,ENSG00000173273,ENSG00000162552,ENSG00000196628,ENSG00000169218,ENSG00000234289,ENSG00000118518,ENSG00000204435,ENSG00000182572,ENSG00000197697,ENSG00000078304,ENSG00000108375,ENSG00000124693,ENSG00000108379,ENSG00000142208,ENSG00000140332,ENSG00000155011,ENSG00000197238,ENSG00000197409,ENSG00000168274,ENSG00000198366,ENSG00000203852,ENSG00000066027,ENSG00000005339,ENSG00000114251,ENSG00000065717,ENSG00000196781,ENSG00000163251,ENSG00000107854,ENSG00000198082,ENSG00000116478,ENSG00000143816,ENSG00000272196,ENSG00000277075,ENSG00000152284,ENSG00000168148,ENSG00000136997,ENSG00000166477,ENSG00000129691,ENSG00000183579,ENSG00000002746,ENSG00000146047,ENSG00000101282,ENSG00000154342,ENSG00000276368,ENSG00000277775,ENSG00000196532,ENSG00000154001,ENSG00000105221
RNF mutants show enhanced WNT signaling and proliferation	REACT_264378	Reactome	ENSG00000113712,ENSG00000197061,ENSG00000164930,ENSG00000197914,ENSG00000105568,ENSG00000082898,ENSG00000104371,ENSG00000275126,ENSG00000273703,ENSG00000138795,ENSG00000124635,ENSG00000274641,ENSG00000198558,ENSG00000168036,ENSG00000184348,ENSG00000150991,ENSG00000180340,ENSG00000125084,ENSG00000273542,ENSG00000163785,ENSG00000263565,ENSG00000203811,ENSG00000273983,ENSG00000185130,ENSG00000161202,ENSG00000127616,ENSG00000108854,ENSG00000278705,ENSG00000196331,ENSG00000164924,ENSG00000139292,ENSG00000137713,ENSG00000158373,ENSG00000182217,ENSG00000100393,ENSG00000061492,ENSG00000198327,ENSG00000124529,ENSG00000183558,ENSG00000134371,ENSG00000117222,ENSG00000196890,ENSG00000277224,ENSG00000162337,ENSG00000164032,ENSG00000276410,ENSG00000145423,ENSG00000148737,ENSG00000187990,ENSG00000196367,ENSG00000184260,ENSG00000082701,ENSG00000175792,ENSG00000197837,ENSG00000163041,ENSG00000276180,ENSG00000146374,ENSG00000100387,ENSG00000170315,ENSG00000186174,ENSG00000213923,ENSG00000233822,ENSG00000171016,ENSG00000188486,ENSG00000196966,ENSG00000068971,ENSG00000275714,ENSG00000275221,ENSG00000174804,ENSG00000274750,ENSG00000274290,ENSG00000275713,ENSG00000205213,ENSG00000180573,ENSG00000188987,ENSG00000196374,ENSG00000221983,ENSG00000203812,ENSG00000203813,ENSG00000137259,ENSG00000196176,ENSG00000165879,ENSG00000178585,ENSG00000075290,ENSG00000100888,ENSG00000157240,ENSG00000274183,ENSG00000256018,ENSG00000156076,ENSG00000167548,ENSG00000276966,ENSG00000270276,ENSG00000274267,ENSG00000117153,ENSG00000104695,ENSG00000278463,ENSG00000143947,ENSG00000106829,ENSG00000015133,ENSG00000134982,ENSG00000070018,ENSG00000197459,ENSG00000107404,ENSG00000181274,ENSG00000197846,ENSG00000278828,ENSG00000112640,ENSG00000163348,ENSG00000081059,ENSG00000116128,ENSG00000113575,ENSG00000104332,ENSG00000165617,ENSG00000101966,ENSG00000183941,ENSG00000158406,ENSG00000180596,ENSG00000168646,ENSG00000196866,ENSG00000182611,ENSG00000172977,ENSG00000167941,ENSG00000004975,ENSG00000278637,ENSG00000168772,ENSG00000036257,ENSG00000168242,ENSG00000107242,ENSG00000256316,ENSG00000133067,ENSG00000100211,ENSG00000278588,ENSG00000133275,ENSG00000270882,ENSG00000198518,ENSG00000070770,ENSG00000273802,ENSG00000177283,ENSG00000254598,ENSG00000103126,ENSG00000131650,ENSG00000278272,ENSG00000197903,ENSG00000101266,ENSG00000196226,ENSG00000274618,ENSG00000198339,ENSG00000183598,ENSG00000277157,ENSG00000275379,ENSG00000115464,ENSG00000184678,ENSG00000132475,ENSG00000147655,ENSG00000138592,ENSG00000184675,ENSG00000197153,ENSG00000107984,ENSG00000173273,ENSG00000162552,ENSG00000196628,ENSG00000169218,ENSG00000234289,ENSG00000118518,ENSG00000204435,ENSG00000182572,ENSG00000197697,ENSG00000078304,ENSG00000108375,ENSG00000124693,ENSG00000108379,ENSG00000142208,ENSG00000140332,ENSG00000155011,ENSG00000197238,ENSG00000197409,ENSG00000168274,ENSG00000198366,ENSG00000203852,ENSG00000066027,ENSG00000005339,ENSG00000114251,ENSG00000065717,ENSG00000196781,ENSG00000163251,ENSG00000107854,ENSG00000198082,ENSG00000116478,ENSG00000143816,ENSG00000272196,ENSG00000277075,ENSG00000152284,ENSG00000168148,ENSG00000136997,ENSG00000166477,ENSG00000129691,ENSG00000183579,ENSG00000002746,ENSG00000146047,ENSG00000101282,ENSG00000154342,ENSG00000276368,ENSG00000277775,ENSG00000196532,ENSG00000154001,ENSG00000105221
XAV939 inhibits tankyrase, stabilizing AXIN	REACT_264356	Reactome	ENSG00000113712,ENSG00000197061,ENSG00000164930,ENSG00000197914,ENSG00000105568,ENSG00000082898,ENSG00000104371,ENSG00000275126,ENSG00000273703,ENSG00000138795,ENSG00000124635,ENSG00000274641,ENSG00000198558,ENSG00000168036,ENSG00000184348,ENSG00000150991,ENSG00000180340,ENSG00000125084,ENSG00000273542,ENSG00000163785,ENSG00000263565,ENSG00000203811,ENSG00000273983,ENSG00000185130,ENSG00000161202,ENSG00000127616,ENSG00000108854,ENSG00000278705,ENSG00000196331,ENSG00000164924,ENSG00000139292,ENSG00000137713,ENSG00000158373,ENSG00000182217,ENSG00000100393,ENSG00000061492,ENSG00000198327,ENSG00000124529,ENSG00000183558,ENSG00000134371,ENSG00000117222,ENSG00000196890,ENSG00000277224,ENSG00000162337,ENSG00000164032,ENSG00000276410,ENSG00000145423,ENSG00000148737,ENSG00000187990,ENSG00000196367,ENSG00000184260,ENSG00000082701,ENSG00000175792,ENSG00000197837,ENSG00000163041,ENSG00000276180,ENSG00000146374,ENSG00000100387,ENSG00000170315,ENSG00000186174,ENSG00000213923,ENSG00000233822,ENSG00000171016,ENSG00000188486,ENSG00000196966,ENSG00000068971,ENSG00000275714,ENSG00000275221,ENSG00000174804,ENSG00000274750,ENSG00000274290,ENSG00000275713,ENSG00000205213,ENSG00000180573,ENSG00000188987,ENSG00000196374,ENSG00000221983,ENSG00000203812,ENSG00000203813,ENSG00000137259,ENSG00000196176,ENSG00000165879,ENSG00000178585,ENSG00000075290,ENSG00000100888,ENSG00000157240,ENSG00000274183,ENSG00000256018,ENSG00000156076,ENSG00000167548,ENSG00000276966,ENSG00000270276,ENSG00000274267,ENSG00000117153,ENSG00000104695,ENSG00000278463,ENSG00000143947,ENSG00000106829,ENSG00000015133,ENSG00000134982,ENSG00000070018,ENSG00000197459,ENSG00000107404,ENSG00000181274,ENSG00000197846,ENSG00000278828,ENSG00000112640,ENSG00000163348,ENSG00000081059,ENSG00000116128,ENSG00000113575,ENSG00000104332,ENSG00000165617,ENSG00000101966,ENSG00000183941,ENSG00000158406,ENSG00000180596,ENSG00000168646,ENSG00000196866,ENSG00000182611,ENSG00000172977,ENSG00000167941,ENSG00000004975,ENSG00000278637,ENSG00000168772,ENSG00000036257,ENSG00000168242,ENSG00000107242,ENSG00000256316,ENSG00000133067,ENSG00000100211,ENSG00000278588,ENSG00000133275,ENSG00000270882,ENSG00000198518,ENSG00000070770,ENSG00000273802,ENSG00000177283,ENSG00000254598,ENSG00000103126,ENSG00000131650,ENSG00000278272,ENSG00000197903,ENSG00000101266,ENSG00000196226,ENSG00000274618,ENSG00000198339,ENSG00000183598,ENSG00000277157,ENSG00000275379,ENSG00000115464,ENSG00000184678,ENSG00000132475,ENSG00000147655,ENSG00000138592,ENSG00000184675,ENSG00000197153,ENSG00000107984,ENSG00000173273,ENSG00000162552,ENSG00000196628,ENSG00000169218,ENSG00000234289,ENSG00000118518,ENSG00000204435,ENSG00000182572,ENSG00000197697,ENSG00000078304,ENSG00000108375,ENSG00000124693,ENSG00000108379,ENSG00000142208,ENSG00000140332,ENSG00000155011,ENSG00000197238,ENSG00000197409,ENSG00000168274,ENSG00000198366,ENSG00000203852,ENSG00000066027,ENSG00000005339,ENSG00000114251,ENSG00000065717,ENSG00000196781,ENSG00000163251,ENSG00000107854,ENSG00000198082,ENSG00000116478,ENSG00000143816,ENSG00000272196,ENSG00000277075,ENSG00000152284,ENSG00000168148,ENSG00000136997,ENSG00000166477,ENSG00000129691,ENSG00000183579,ENSG00000002746,ENSG00000146047,ENSG00000101282,ENSG00000154342,ENSG00000276368,ENSG00000277775,ENSG00000196532,ENSG00000154001,ENSG00000105221
Signaling by WNT in cancer	REACT_264125	Reactome	ENSG00000113712,ENSG00000197061,ENSG00000164930,ENSG00000197914,ENSG00000105568,ENSG00000082898,ENSG00000104371,ENSG00000162337,ENSG00000273703,ENSG00000138795,ENSG00000124635,ENSG00000274641,ENSG00000134245,ENSG00000198558,ENSG00000168036,ENSG00000184348,ENSG00000150991,ENSG00000180340,ENSG00000125084,ENSG00000273542,ENSG00000163785,ENSG00000263565,ENSG00000273983,ENSG00000277224,ENSG00000161202,ENSG00000127616,ENSG00000108854,ENSG00000278705,ENSG00000196331,ENSG00000164924,ENSG00000139292,ENSG00000137713,ENSG00000158373,ENSG00000105989,ENSG00000111186,ENSG00000182217,ENSG00000100393,ENSG00000055130,ENSG00000061492,ENSG00000198327,ENSG00000124529,ENSG00000183558,ENSG00000122958,ENSG00000134371,ENSG00000117222,ENSG00000196890,ENSG00000185130,ENSG00000164032,ENSG00000276410,ENSG00000275126,ENSG00000148737,ENSG00000187990,ENSG00000145423,ENSG00000196367,ENSG00000184260,ENSG00000082701,ENSG00000175792,ENSG00000197837,ENSG00000163041,ENSG00000276180,ENSG00000112335,ENSG00000100387,ENSG00000154764,ENSG00000186174,ENSG00000213923,ENSG00000233822,ENSG00000171016,ENSG00000188486,ENSG00000104964,ENSG00000158955,ENSG00000196966,ENSG00000116729,ENSG00000068971,ENSG00000275714,ENSG00000275221,ENSG00000174804,ENSG00000274750,ENSG00000113558,ENSG00000274290,ENSG00000275713,ENSG00000205213,ENSG00000180573,ENSG00000188987,ENSG00000196374,ENSG00000221983,ENSG00000203812,ENSG00000203813,ENSG00000203811,ENSG00000196176,ENSG00000132475,ENSG00000178585,ENSG00000075290,ENSG00000100888,ENSG00000157240,ENSG00000102312,ENSG00000085741,ENSG00000256018,ENSG00000156076,ENSG00000167548,ENSG00000276966,ENSG00000270276,ENSG00000274267,ENSG00000117153,ENSG00000104695,ENSG00000278463,ENSG00000143947,ENSG00000115596,ENSG00000106829,ENSG00000015133,ENSG00000134982,ENSG00000070018,ENSG00000197459,ENSG00000107404,ENSG00000181274,ENSG00000197846,ENSG00000278828,ENSG00000112640,ENSG00000163348,ENSG00000081059,ENSG00000184675,ENSG00000116128,ENSG00000002745,ENSG00000113575,ENSG00000104332,ENSG00000165617,ENSG00000101966,ENSG00000183941,ENSG00000158406,ENSG00000180596,ENSG00000168646,ENSG00000196866,ENSG00000170315,ENSG00000159692,ENSG00000175029,ENSG00000172977,ENSG00000167941,ENSG00000004975,ENSG00000278637,ENSG00000169884,ENSG00000168772,ENSG00000036257,ENSG00000168242,ENSG00000107242,ENSG00000256316,ENSG00000133067,ENSG00000155011,ENSG00000278588,ENSG00000133275,ENSG00000270882,ENSG00000198518,ENSG00000070770,ENSG00000188064,ENSG00000273802,ENSG00000177283,ENSG00000254598,ENSG00000103126,ENSG00000137259,ENSG00000131650,ENSG00000278272,ENSG00000197903,ENSG00000101266,ENSG00000196226,ENSG00000274618,ENSG00000198339,ENSG00000183598,ENSG00000277157,ENSG00000275379,ENSG00000115464,ENSG00000184678,ENSG00000165879,ENSG00000147655,ENSG00000138592,ENSG00000124693,ENSG00000069329,ENSG00000197153,ENSG00000107984,ENSG00000173273,ENSG00000162552,ENSG00000196628,ENSG00000169218,ENSG00000234289,ENSG00000118518,ENSG00000204435,ENSG00000182572,ENSG00000274183,ENSG00000197697,ENSG00000078304,ENSG00000108375,ENSG00000111237,ENSG00000182611,ENSG00000108379,ENSG00000142208,ENSG00000140332,ENSG00000100211,ENSG00000197238,ENSG00000197409,ENSG00000168274,ENSG00000198366,ENSG00000203852,ENSG00000066027,ENSG00000005339,ENSG00000114251,ENSG00000065717,ENSG00000196781,ENSG00000163251,ENSG00000107854,ENSG00000166167,ENSG00000198082,ENSG00000116478,ENSG00000143816,ENSG00000272196,ENSG00000146374,ENSG00000277075,ENSG00000152284,ENSG00000168148,ENSG00000136997,ENSG00000166477,ENSG00000129691,ENSG00000183579,ENSG00000002746,ENSG00000146047,ENSG00000101282,ENSG00000154342,ENSG00000276368,ENSG00000277775,ENSG00000135925,ENSG00000196532,ENSG00000154001,ENSG00000105221
